zipcode,population,area (sq mi),pop_density
38870,3122,64.725,48.23483971
48873,1615,33.483,48.23343189
95249,4042,83.801,48.23331464
31636,9539,197.792,48.22743084
47598,3418,70.891,48.21486507
99609,569,11.808,48.18766938
27589,8370,173.723,48.18014886
41464,722,14.991,48.16223067
62922,3119,64.77,48.15501004
5830,1502,31.192,48.15337266
74343,3100,64.378,48.15309578
61270,7306,151.725,48.15290822
65747,3746,77.812,48.14167481
81212,29742,617.88,48.1355603
45332,612,12.715,48.13212741
13808,1771,36.799,48.12630778
52336,2363,49.104,48.12235256
47850,2456,51.041,48.1181795
1531,999,20.762,48.11675176
35130,3233,67.215,48.09938258
56307,5157,107.239,48.08884827
15725,1446,30.07,48.08779514
16360,1383,28.762,48.08427787
38326,2560,53.241,48.08324412
76050,5875,122.184,48.08321875
30546,6496,135.135,48.07044807
28785,7338,152.662,48.06697148
48453,5146,107.062,48.06560684
82601,27400,570.193,48.05390456
4649,1370,28.514,48.04657361
37380,6289,130.974,48.01716371
54129,3477,72.414,48.0155771
71968,4717,98.249,48.01066678
70762,926,19.288,48.00912484
42437,8324,173.418,47.99963095
12937,1572,32.754,47.99413812
27871,4619,96.279,47.97515554
76272,4745,98.933,47.96175189
26167,865,18.037,47.95697732
61469,2184,45.546,47.95152154
43320,1588,33.132,47.92949414
75969,4116,85.893,47.92008662
54630,3770,78.709,47.89795322
34266,31055,648.457,47.89060801
56472,7459,155.772,47.884087
63775,16710,348.984,47.88185132
48835,2680,55.979,47.87509602
54484,4984,104.119,47.86830454
77665,6446,134.668,47.86586271
5673,2574,53.792,47.85098156
62092,2979,62.273,47.8377467
5650,1123,23.478,47.83201295
59703,43,0.899,47.83092325
25502,1034,21.62,47.82608696
35078,2082,43.537,47.8213933
75494,10862,227.177,47.81293881
54665,8427,176.273,47.80652738
42211,13422,280.807,47.79795375
45317,1180,24.688,47.79650032
4643,1018,21.301,47.79118351
66414,2914,60.976,47.78929415
54448,4249,88.916,47.78667506
44082,1619,33.88,47.7863046
75124,4446,93.05,47.78076303
39452,26964,564.347,47.77911462
68661,7282,152.449,47.76679414
10975,281,5.883,47.76474588
98541,10101,211.483,47.76270433
38562,6554,137.227,47.76028041
5149,2092,43.813,47.74838518
25917,2139,44.803,47.74233868
16731,2818,59.026,47.74167316
25503,729,15.271,47.73754175
15312,3579,74.973,47.73718539
76623,242,5.07,47.73175542
16434,2990,62.646,47.72850621
38040,5193,108.829,47.71706071
49029,1606,33.663,47.70816624
54126,3625,76.017,47.68670166
31639,10537,220.978,47.6834798
13411,3264,68.455,47.68095829
5667,2166,45.447,47.65991155
30802,6321,132.629,47.65926004
39481,1867,39.176,47.65672861
54768,5990,125.719,47.64594055
31546,8095,169.931,47.63698207
38359,278,5.836,47.63536669
25672,408,8.568,47.61904762
35014,4546,95.519,47.59262555
95310,1882,39.544,47.59255513
17867,169,3.551,47.59222754
3816,1368,28.745,47.59088537
23841,3479,73.115,47.58257539
42156,254,5.339,47.57445214
32702,2705,56.887,47.55040695
3278,2952,62.083,47.54924859
4068,1505,31.652,47.54833818
83232,467,9.828,47.51729752
43988,2476,52.118,47.50757896
49612,1121,23.599,47.5020128
16255,1943,40.908,47.49682214
47468,1250,26.325,47.48338082
12743,389,8.193,47.47955572
45697,4894,103.082,47.47676607
13620,2197,46.277,47.47498757
24843,158,3.33,47.44744745
26147,2188,46.119,47.44248574
34956,9874,208.156,47.43557716
5648,423,8.919,47.42684157
24603,978,20.623,47.42278039
74059,5476,115.478,47.42028785
52332,2006,42.321,47.39963611
35581,5778,121.922,47.39095487
30634,2281,48.154,47.36885825
96114,3220,67.982,47.3654791
38220,1849,39.047,47.35318975
31822,5429,114.681,47.34001273
49322,1212,25.604,47.33635369
47928,2047,43.246,47.33385747
26764,4220,89.165,47.32798744
15741,83,1.754,47.32041049
46057,1179,24.92,47.31139647
68787,6647,140.506,47.30758829
42539,10026,211.953,47.3029398
94514,1360,28.756,47.29447767
31749,2783,58.852,47.28811255
53502,2421,51.198,47.2870034
61517,3259,68.937,47.27504823
50548,5869,124.147,47.27460188
57350,14534,307.517,47.26242777
47353,5879,124.406,47.25656319
5260,459,9.715,47.24652599
13334,1374,29.09,47.23272602
60424,2440,51.67,47.22275982
25621,2155,45.635,47.22252657
93675,3721,78.814,47.21242419
65018,7714,163.392,47.21161379
38852,9449,200.148,47.21006455
41539,1722,36.476,47.20912381
75752,6986,148.011,47.19919465
20632,347,7.353,47.19162247
47634,2382,50.476,47.19074412
75556,1133,24.011,47.18670609
13780,1045,22.151,47.17619972
4629,107,2.269,47.15733803
77363,3269,69.326,47.15402591
75158,4139,87.818,47.13156756
21677,440,9.336,47.1293916
27559,2288,48.548,47.12861498
68850,12295,260.912,47.12316796
52324,1890,40.113,47.11689477
14803,1174,24.924,47.10319371
51239,3123,66.302,47.1026515
71929,4487,95.284,47.09080223
62844,2083,44.243,47.08089415
50648,4054,86.114,47.07713032
74936,1153,24.498,47.06506654
32094,2724,57.88,47.06288874
83355,5405,114.861,47.05687744
4091,911,19.361,47.05335468
44855,1271,27.018,47.04271227
41033,1976,42.033,47.01068208
39652,8315,176.882,47.00874029
97389,1676,35.653,47.00866687
70775,14720,313.164,47.00412563
16661,951,20.234,47.00009884
48897,1525,32.451,46.99392931
96080,28764,612.084,46.9935499
73086,8345,177.599,46.98787718
88268,7,0.149,46.97986577
85641,21753,463.125,46.97004049
75931,2631,56.015,46.96956172
14775,2537,54.019,46.96495677
17229,1276,27.17,46.96356275
71671,8665,184.527,46.95789776
74720,608,12.952,46.94255713
37051,3677,78.356,46.9268467
32431,4983,106.193,46.92399687
27022,1560,33.246,46.9229381
35966,3914,83.439,46.90852
18824,1401,29.87,46.90324741
36079,9339,199.155,46.89312345
32448,8684,185.192,46.89187438
39730,11805,251.761,46.88970889
30258,2622,55.96,46.85489635
74761,70,1.494,46.854083
38635,15941,340.254,46.85029419
32628,4850,103.534,46.84451485
45766,1382,29.51,46.83158251
38828,3970,84.798,46.81714191
25154,868,18.541,46.81516639
49636,560,11.963,46.81100059
64734,2004,42.818,46.80274651
63829,1120,23.934,46.79535389
49620,2445,52.254,46.79067631
14818,1745,37.299,46.78409609
29180,14267,304.996,46.77766266
41859,349,7.461,46.77657151
24522,9213,196.985,46.77005863
3223,3427,73.276,46.76838255
27252,2003,42.839,46.75646023
17985,1226,26.225,46.74928503
37333,534,11.424,46.74369748
40142,2304,49.298,46.73617591
24072,1298,27.775,46.73267327
78611,12977,277.728,46.72557322
13696,87,1.862,46.72395274
35972,1139,24.379,46.72053817
62021,936,20.04,46.70658683
28430,1900,40.695,46.68878241
97524,14459,309.696,46.68771957
14841,915,19.604,46.67414813
74864,5274,113.004,46.6709143
43149,2552,54.701,46.65362608
46171,1695,36.34,46.64281783
35570,11145,238.983,46.63511631
43135,4445,95.316,46.6343531
37178,2112,45.296,46.6266337
23302,155,3.325,46.61654135
48624,15810,339.151,46.6164039
46994,2684,57.592,46.60369496
24531,9203,197.485,46.60100767
37342,3593,77.12,46.58973029
45612,5303,113.85,46.5788318
35610,2252,48.35,46.5770424
71659,104,2.233,46.57411554
47145,1998,42.919,46.55280878
38374,2052,44.084,46.54750023
27883,3565,76.593,46.54472341
75754,5783,124.262,46.53876487
5464,3008,64.688,46.50012367
12860,748,16.088,46.49428145
46773,3662,78.773,46.48800985
45867,1189,25.578,46.48526077
72546,181,3.894,46.48176682
45613,3597,77.387,46.48067505
29164,4690,100.906,46.47890116
31831,3095,66.592,46.4770543
4037,3834,82.498,46.47385391
14777,667,14.354,46.46788352
49642,842,18.127,46.45004689
49410,2005,43.182,46.43138345
76567,8984,193.503,46.42822075
31309,1210,26.062,46.42774921
87421,1871,40.303,46.42334318
56058,5985,128.944,46.4154982
79363,5369,115.738,46.3892585
44849,2260,48.722,46.38561635
24104,3469,74.788,46.3844467
99611,15122,326.031,46.3820925
45388,812,17.508,46.37879826
13468,451,9.726,46.37055316
29135,8919,192.346,46.36956318
34142,27304,589.12,46.34709397
56340,2288,49.371,46.34299488
97525,4601,99.305,46.33200745
24628,295,6.368,46.32537688
62360,1656,35.752,46.31908704
46035,1113,24.029,46.31903117
28453,3829,82.692,46.30435834
23960,1990,42.992,46.28768143
54968,2779,60.045,46.2819552
31082,10408,224.919,46.27443657
53952,4377,94.588,46.27436884
54940,4020,86.881,46.27018566
60922,2459,53.151,46.26441647
24529,1724,37.283,46.24091409
75473,3855,83.378,46.23521792
40442,1136,24.571,46.23336454
35131,4159,89.97,46.22651995
39194,20925,452.692,46.22348087
52046,2127,46.017,46.22204837
5069,555,12.01,46.21149042
78010,3386,73.275,46.20948482
54425,2036,44.086,46.18246155
26757,6464,139.976,46.17934503
74956,1905,41.262,46.16838738
72438,2574,55.768,46.15550136
48637,3359,72.795,46.14327907
24088,5408,117.207,46.14058887
29545,1657,35.912,46.14056583
42633,20065,434.933,46.13354241
65787,1864,40.406,46.13176261
86001,40776,884.071,46.12299238
41204,560,12.144,46.11330698
24282,727,15.77,46.10019023
47575,976,21.176,46.08991311
25021,305,6.619,46.0794682
54891,3389,73.567,46.06685063
64746,1428,31.003,46.0600587
74965,5170,112.254,46.05626526
80436,565,12.269,46.0510229
91980,165,3.583,46.05079542
74034,150,3.258,46.04051565
35582,4093,88.92,46.03013945
50073,1195,25.964,46.02526575
47115,2622,56.975,46.02018429
14062,3329,72.35,46.01243953
4616,824,17.924,45.97188128
93562,1818,39.555,45.96131968
26202,641,13.948,45.95640952
14512,4721,102.761,45.9415537
24328,1726,37.581,45.92746335
4472,2144,46.702,45.90809815
92256,3588,78.16,45.90583419
46365,1068,23.266,45.90389409
66409,2997,65.294,45.9000827
50801,9590,208.937,45.89900305
62354,1684,36.691,45.89681393
97633,1361,29.657,45.89135786
41862,952,20.746,45.88836402
41465,11979,261.11,45.8772165
16406,3509,76.494,45.87287892
13439,3950,86.115,45.86889624
16655,1601,34.904,45.86866835
46031,2161,47.126,45.85579086
41390,52,1.134,45.85537919
4969,1362,29.706,45.84932337
41847,617,13.459,45.84293038
73054,4189,91.395,45.83401718
65754,950,20.728,45.8317252
54773,3336,72.821,45.81096112
47978,11793,257.501,45.7978804
47393,1704,37.21,45.79414136
14809,2552,55.737,45.78646142
95917,3155,68.91,45.78435641
95255,2042,44.602,45.78270033
96725,3592,78.459,45.78187334
37150,4894,106.927,45.76954371
38316,2917,63.757,45.75183901
39479,5796,126.703,45.74477321
31075,2496,54.581,45.73019915
3602,2654,58.046,45.72235813
46105,1928,42.17,45.71970595
52202,1152,25.201,45.71247173
47456,1200,26.257,45.70209849
31527,805,17.624,45.67635043
4438,1124,24.609,45.67434678
24079,1766,38.666,45.67320126
24521,10576,231.578,45.66927774
29817,4913,107.589,45.66451961
43451,1119,24.511,45.65297213
37713,1488,32.597,45.64837255
65355,10519,230.443,45.64686278
42206,5407,118.454,45.64641127
13830,5042,110.487,45.63432802
37026,2201,48.241,45.62509069
17037,1126,24.684,45.61659374
31321,6326,138.679,45.6161351
25276,7752,169.96,45.61073194
44093,1467,32.164,45.60999876
63851,4225,92.637,45.60812634
43755,1620,35.52,45.60810811
13141,596,13.068,45.60759106
80116,3942,86.45,45.59861191
45873,2238,49.084,45.59530601
4605,12974,284.568,45.59191476
36853,8269,181.405,45.58308757
71060,3089,67.773,45.57862276
42285,375,8.229,45.5705432
68073,1960,43.014,45.56655972
63061,95,2.086,45.54170662
4056,257,5.644,45.5350815
12926,2208,48.504,45.5220188
59602,24285,533.578,45.51349568
15765,1707,37.516,45.50058642
38007,91,2,45.5
48741,2086,45.85,45.49618321
79085,53,1.165,45.49356223
35098,1375,30.228,45.48762737
25209,1227,26.978,45.48150345
16841,5934,130.474,45.48032558
14807,3076,67.646,45.47201608
5143,4343,95.514,45.46977406
23123,1860,40.917,45.45787814
72377,36,0.792,45.45454545
71711,106,2.333,45.43506215
56441,3596,79.148,45.43387072
40111,1682,37.028,45.42508372
42726,4667,102.745,45.42313495
28341,4257,93.754,45.40606267
53807,4843,106.665,45.40383443
47355,2885,63.557,45.392325
45890,671,14.783,45.38997497
4742,3496,77.036,45.38138013
37328,1364,30.06,45.37591484
70531,1261,27.791,45.37440178
71463,10801,238.046,45.37358326
28393,2005,44.194,45.36814952
36051,2304,50.787,45.3659401
75691,4219,93,45.3655914
4660,1309,28.855,45.36475481
16650,2036,44.883,45.36238665
80642,4309,94.999,45.35837219
55768,2843,62.689,45.350859
23924,6232,137.419,45.35035184
3221,2091,46.108,45.35004771
87007,1080,23.83,45.32102392
30734,3466,76.477,45.32081541
15376,1740,38.4,45.3125
22473,5099,112.532,45.31155582
4676,1088,24.012,45.31067799
85615,9413,207.781,45.302506
43462,1163,25.681,45.2863985
12944,4080,90.117,45.27447651
13863,688,15.197,45.27209318
47577,1143,25.255,45.25836468
89429,7627,168.551,45.25039899
74432,9730,215.062,45.2427672
26410,1037,22.921,45.24235417
23130,268,5.924,45.2397029
16656,1297,28.67,45.23892571
24281,2487,54.979,45.23545354
55381,2063,45.609,45.23230064
98624,1532,33.882,45.21574878
26711,2655,58.725,45.21072797
39071,5346,118.266,45.20318604
1330,1506,33.317,45.20214905
25501,1130,25.002,45.19638429
8323,804,17.79,45.19392917
43523,62,1.372,45.18950437
48834,2090,46.257,45.18235078
38833,2370,52.469,45.16952867
43767,1443,31.951,45.1629057
97148,3406,75.432,45.15325061
74960,13643,302.149,45.15321911
61759,1534,33.974,45.15217519
12153,814,18.028,45.1519858
74884,6024,133.448,45.14117859
4745,1082,23.973,45.13410921
16732,293,6.493,45.12551979
42762,422,9.352,45.12403764
71295,14343,317.931,45.11356238
16020,1150,25.493,45.11042247
48860,1334,29.596,45.0736586
28433,5050,112.052,45.06836112
31805,3191,70.824,45.05534847
64120,369,8.192,45.04394531
39421,2936,65.196,45.03343763
78004,1183,26.271,45.03064215
40003,1902,42.245,45.02307965
41219,2053,45.601,45.02094252
61529,2880,63.995,45.0035159
54724,7174,159.414,45.002321
16327,2978,66.186,44.99440969
15349,1737,38.609,44.98951022
12961,180,4.001,44.98875281
62545,1246,27.707,44.97058505
31826,2350,52.277,44.95284733
44854,1749,38.911,44.94872915
47360,1546,34.398,44.94447352
35151,7632,169.815,44.94302623
53581,10699,238.061,44.9422627
50236,1550,34.49,44.94056248
53561,1618,36.009,44.93321114
28904,8533,189.912,44.93133662
13146,2443,54.381,44.92377853
30439,10877,242.135,44.92122163
35987,2666,59.372,44.90332143
14101,1905,42.43,44.8974782
42784,2685,59.817,44.88690506
93528,172,3.832,44.88517745
35033,3403,75.817,44.88439268
55052,2090,46.575,44.87385937
63825,4409,98.273,44.86481536
14812,3478,77.543,44.85253343
3838,1031,22.987,44.85143777
46940,2548,56.822,44.84178663
75656,4804,107.135,44.84062165
95689,1244,27.749,44.83044434
65483,4737,105.689,44.82017996
72632,4449,99.264,44.81987427
40360,6564,146.453,44.81983981
76273,9135,203.832,44.81631932
37305,889,19.842,44.80395121
47615,1611,35.957,44.80351531
66429,579,12.925,44.79690522
26656,401,8.952,44.79445934
23898,2223,49.629,44.79235931
49421,5991,133.775,44.78415249
4971,2005,44.791,44.76345694
40146,3745,83.664,44.76238286
38357,2757,61.629,44.73543299
37362,3395,75.891,44.73521234
22832,1091,24.392,44.7277796
73441,165,3.69,44.71544715
81601,15442,345.344,44.71483506
16692,753,16.842,44.70965444
44450,2042,45.673,44.70912793
48889,1322,29.581,44.69084886
31046,3343,74.803,44.69072096
18624,718,16.067,44.68786955
74426,9891,221.343,44.68630135
47244,786,17.594,44.67432079
36421,9241,206.87,44.67056606
38049,4984,111.596,44.66109896
27207,3795,84.989,44.65283743
71467,7998,179.136,44.64764202
52101,13864,310.541,44.6446685
29353,4174,93.494,44.64457612
23883,2551,57.145,44.64082597
52645,3176,71.151,44.63746117
78387,9574,214.489,44.63632168
70668,6424,143.927,44.63373794
48416,5002,112.073,44.63162403
49232,2801,62.77,44.62322766
76448,5628,126.191,44.59906015
26629,309,6.929,44.59517968
27229,3929,88.133,44.58035015
16235,1256,28.174,44.58010932
77331,6824,153.108,44.56984612
16131,933,20.934,44.56864431
36344,5732,128.62,44.56538641
3818,3807,85.426,44.56488657
36091,3648,81.868,44.55953486
64465,4251,95.428,44.54667393
56057,3867,86.811,44.54504613
16838,1821,40.881,44.54392016
15770,184,4.131,44.5412733
60940,3369,75.647,44.53580446
54806,11810,265.214,44.5300776
95641,1986,44.62,44.5091887
40076,2516,56.533,44.50497939
51012,6642,149.277,44.49446331
27053,3007,67.597,44.48422267
99110,1667,37.492,44.46281873
77414,23047,518.358,44.46154974
12786,665,14.964,44.43998931
13841,529,11.914,44.4015444
23438,1818,40.956,44.3891005
55367,913,20.571,44.38286909
49276,1003,22.6,44.38053097
35456,3759,84.7,44.38016529
83837,3063,69.033,44.37008387
36866,3955,89.161,44.3579592
47387,726,16.382,44.31693322
47235,1784,40.257,44.31527436
13803,3975,89.704,44.31240524
5040,471,10.632,44.30022573
86327,8858,199.959,44.29908131
14858,1598,36.076,44.29537643
12136,804,18.151,44.29508016
84722,615,13.896,44.25734024
38551,4106,92.816,44.2380624
25002,112,2.532,44.23380727
52768,1426,32.239,44.2321412
22637,1970,44.54,44.2299057
42455,3376,76.332,44.22784677
95690,2533,57.28,44.22136872
43766,1648,37.272,44.21549689
28753,11670,263.947,44.21342163
46376,398,9.004,44.20257663
16844,2769,62.654,44.19510327
72455,12518,283.31,44.18481522
22454,1796,40.654,44.17769469
14711,1766,39.98,44.17208604
29827,4624,104.697,44.16554438
13438,3789,85.819,44.15106212
14167,1663,37.669,44.14770766
30738,3799,86.064,44.14156906
54805,1471,33.349,44.10926864
55339,988,22.399,44.10911201
29130,6655,150.896,44.10322341
52339,4504,102.152,44.09115827
38313,3204,72.677,44.08547408
40008,3476,78.868,44.07364203
45681,1689,38.33,44.06470128
16901,10243,232.547,44.04700985
62272,1674,38.005,44.04683594
43343,1505,34.174,44.03932814
31773,3729,84.696,44.02805327
43811,829,18.829,44.02782941
40486,2223,50.541,43.98409212
42036,1167,26.534,43.981307
13691,3176,72.22,43.97673775
12750,187,4.255,43.94829612
54423,2343,53.321,43.94141145
93930,15866,361.096,43.93845404
48454,1324,30.145,43.92104827
